history:SM/Air-Dryer-02_Rt

Timestamp,Trend Flags,Status,Value (hr)
12-Jan-26 6:00:01 PM ICT,{start},{ok},312
12-Jan-26 6:15:00 PM ICT,{ },{ok},312
12-Jan-26 6:30:00 PM ICT,{ },{ok},312
12-Jan-26 6:45:00 PM ICT,{ },{ok},313
12-Jan-26 7:00:00 PM ICT,{ },{ok},313
12-Jan-26 7:15:00 PM ICT,{ },{ok},313
12-Jan-26 7:30:00 PM ICT,{ },{ok},313
12-Jan-26 7:45:00 PM ICT,{ },{ok},314
12-Jan-26 8:00:00 PM ICT,{ },{ok},314
12-Jan-26 8:15:00 PM ICT,{ },{ok},314
12-Jan-26 8:30:00 PM ICT,{ },{ok},314
12-Jan-26 8:45:00 PM ICT,{ },{ok},315
12-Jan-26 9:00:00 PM ICT,{ },{ok},315
12-Jan-26 9:15:00 PM ICT,{ },{ok},315
12-Jan-26 9:30:00 PM ICT,{ },{ok},315
12-Jan-26 9:45:00 PM ICT,{ },{ok},316
12-Jan-26 10:00:00 PM ICT,{ },{ok},316
12-Jan-26 10:15:01 PM ICT,{ },{ok},316
12-Jan-26 10:30:01 PM ICT,{ },{ok},316
12-Jan-26 10:45:00 PM ICT,{ },{ok},317
12-Jan-26 11:00:00 PM ICT,{ },{ok},317
12-Jan-26 11:15:00 PM ICT,{ },{ok},317
12-Jan-26 11:30:00 PM ICT,{ },{ok},317
12-Jan-26 11:45:00 PM ICT,{ },{ok},318
13-Jan-26 12:00:00 AM ICT,{ },{ok},318
13-Jan-26 12:15:00 AM ICT,{ },{ok},318
13-Jan-26 12:30:00 AM ICT,{ },{ok},318
13-Jan-26 12:45:01 AM ICT,{ },{ok},319
13-Jan-26 1:00:00 AM ICT,{ },{ok},319
13-Jan-26 1:15:00 AM ICT,{ },{ok},319
13-Jan-26 1:30:00 AM ICT,{ },{ok},319
13-Jan-26 1:45:00 AM ICT,{ },{ok},319
13-Jan-26 2:00:00 AM ICT,{ },{ok},320
13-Jan-26 2:15:01 AM ICT,{ },{ok},320
13-Jan-26 2:30:00 AM ICT,{ },{ok},320
13-Jan-26 2:45:00 AM ICT,{ },{ok},320
13-Jan-26 3:00:00 AM ICT,{ },{ok},321
13-Jan-26 3:15:00 AM ICT,{ },{ok},321
13-Jan-26 3:30:00 AM ICT,{ },{ok},321
13-Jan-26 3:45:00 AM ICT,{ },{ok},321
13-Jan-26 4:00:00 AM ICT,{ },{ok},322
13-Jan-26 4:15:00 AM ICT,{ },{ok},322
13-Jan-26 4:30:00 AM ICT,{ },{ok},322
13-Jan-26 4:45:00 AM ICT,{ },{ok},322
13-Jan-26 5:00:00 AM ICT,{ },{ok},323
13-Jan-26 5:15:00 AM ICT,{ },{ok},323
13-Jan-26 5:30:00 AM ICT,{ },{ok},323
13-Jan-26 5:45:00 AM ICT,{ },{ok},323
13-Jan-26 6:00:00 AM ICT,{ },{ok},324
13-Jan-26 6:15:00 AM ICT,{ },{ok},324
13-Jan-26 6:30:01 AM ICT,{ },{ok},324
13-Jan-26 6:45:00 AM ICT,{ },{ok},324
13-Jan-26 7:00:00 AM ICT,{ },{ok},325
13-Jan-26 7:15:01 AM ICT,{ },{ok},325
13-Jan-26 7:30:00 AM ICT,{ },{ok},325
13-Jan-26 7:45:00 AM ICT,{ },{ok},325
13-Jan-26 8:00:01 AM ICT,{ },{ok},326
13-Jan-26 8:15:00 AM ICT,{ },{ok},326
13-Jan-26 8:30:00 AM ICT,{ },{ok},326
13-Jan-26 8:45:00 AM ICT,{ },{ok},326
13-Jan-26 9:00:00 AM ICT,{ },{ok},327
13-Jan-26 9:15:00 AM ICT,{ },{ok},327
13-Jan-26 9:30:00 AM ICT,{ },{ok},327
13-Jan-26 9:45:00 AM ICT,{ },{ok},327
13-Jan-26 10:00:00 AM ICT,{ },{ok},328
13-Jan-26 10:15:00 AM ICT,{ },{ok},328
13-Jan-26 10:30:00 AM ICT,{ },{ok},328
13-Jan-26 10:45:00 AM ICT,{ },{ok},328
13-Jan-26 11:00:01 AM ICT,{ },{ok},329
13-Jan-26 11:15:00 AM ICT,{ },{ok},329
13-Jan-26 11:30:00 AM ICT,{ },{ok},329
13-Jan-26 11:45:00 AM ICT,{ },{ok},329
13-Jan-26 12:00:00 PM ICT,{ },{ok},330
13-Jan-26 12:15:00 PM ICT,{ },{ok},330
13-Jan-26 12:30:00 PM ICT,{ },{ok},330
13-Jan-26 12:45:01 PM ICT,{ },{ok},330
13-Jan-26 1:00:00 PM ICT,{ },{ok},331
13-Jan-26 1:15:00 PM ICT,{ },{ok},331
13-Jan-26 1:30:00 PM ICT,{ },{ok},331
13-Jan-26 1:45:00 PM ICT,{ },{ok},331
13-Jan-26 2:00:00 PM ICT,{ },{ok},332
13-Jan-26 2:15:00 PM ICT,{ },{ok},332
13-Jan-26 2:30:00 PM ICT,{ },{ok},332
13-Jan-26 2:45:00 PM ICT,{ },{ok},332
13-Jan-26 3:00:00 PM ICT,{ },{ok},333
13-Jan-26 3:15:00 PM ICT,{ },{ok},333
13-Jan-26 3:30:00 PM ICT,{ },{ok},333
13-Jan-26 3:45:00 PM ICT,{ },{ok},333
13-Jan-26 4:00:00 PM ICT,{ },{ok},334
13-Jan-26 4:15:00 PM ICT,{ },{ok},334
13-Jan-26 4:30:00 PM ICT,{ },{ok},334
13-Jan-26 4:45:00 PM ICT,{ },{ok},334
13-Jan-26 5:00:00 PM ICT,{ },{ok},335
13-Jan-26 5:15:00 PM ICT,{ },{ok},335
13-Jan-26 5:30:01 PM ICT,{ },{ok},335
13-Jan-26 5:45:00 PM ICT,{ },{ok},335
13-Jan-26 6:00:00 PM ICT,{ },{ok},336
13-Jan-26 6:15:00 PM ICT,{ },{ok},336
13-Jan-26 6:30:00 PM ICT,{ },{ok},336
13-Jan-26 6:45:00 PM ICT,{ },{ok},336
13-Jan-26 7:00:00 PM ICT,{ },{ok},337
13-Jan-26 7:15:00 PM ICT,{ },{ok},337
13-Jan-26 7:30:00 PM ICT,{ },{ok},337
13-Jan-26 7:45:00 PM ICT,{ },{ok},337
13-Jan-26 8:00:00 PM ICT,{ },{ok},338
13-Jan-26 8:15:00 PM ICT,{ },{ok},338
13-Jan-26 8:30:00 PM ICT,{ },{ok},338
13-Jan-26 8:45:00 PM ICT,{ },{ok},338
13-Jan-26 9:00:00 PM ICT,{ },{ok},339
13-Jan-26 9:15:01 PM ICT,{ },{ok},339
13-Jan-26 9:30:00 PM ICT,{ },{ok},339
13-Jan-26 9:45:00 PM ICT,{ },{ok},339
13-Jan-26 10:00:00 PM ICT,{ },{ok},340
13-Jan-26 10:15:00 PM ICT,{ },{ok},340
13-Jan-26 10:30:00 PM ICT,{ },{ok},340
13-Jan-26 10:45:00 PM ICT,{ },{ok},340
13-Jan-26 11:00:00 PM ICT,{ },{ok},341
13-Jan-26 11:15:00 PM ICT,{ },{ok},341
13-Jan-26 11:30:00 PM ICT,{ },{ok},341
13-Jan-26 11:45:00 PM ICT,{ },{ok},341
14-Jan-26 12:00:00 AM ICT,{ },{ok},342
14-Jan-26 12:15:00 AM ICT,{ },{ok},342
14-Jan-26 12:30:00 AM ICT,{ },{ok},342
14-Jan-26 12:45:00 AM ICT,{ },{ok},342
14-Jan-26 1:00:00 AM ICT,{ },{ok},343
14-Jan-26 1:15:01 AM ICT,{ },{ok},343
14-Jan-26 1:30:01 AM ICT,{ },{ok},343
14-Jan-26 1:45:01 AM ICT,{ },{ok},343
14-Jan-26 2:00:00 AM ICT,{ },{ok},344
14-Jan-26 2:15:01 AM ICT,{ },{ok},344
14-Jan-26 2:30:00 AM ICT,{ },{ok},344
14-Jan-26 2:45:00 AM ICT,{ },{ok},344
14-Jan-26 3:00:00 AM ICT,{ },{ok},345
14-Jan-26 3:15:00 AM ICT,{ },{ok},345
14-Jan-26 3:30:00 AM ICT,{ },{ok},345
14-Jan-26 3:45:00 AM ICT,{ },{ok},345
14-Jan-26 4:00:00 AM ICT,{ },{ok},346
14-Jan-26 4:15:00 AM ICT,{ },{ok},346
14-Jan-26 4:30:00 AM ICT,{ },{ok},346
14-Jan-26 4:45:00 AM ICT,{ },{ok},346
14-Jan-26 5:00:00 AM ICT,{ },{ok},347
14-Jan-26 5:15:00 AM ICT,{ },{ok},347
14-Jan-26 5:30:00 AM ICT,{ },{ok},347
14-Jan-26 5:45:00 AM ICT,{ },{ok},347
14-Jan-26 6:00:00 AM ICT,{ },{ok},348
14-Jan-26 6:15:00 AM ICT,{ },{ok},348
14-Jan-26 6:30:00 AM ICT,{ },{ok},348
14-Jan-26 6:45:00 AM ICT,{ },{ok},348
14-Jan-26 7:00:00 AM ICT,{ },{ok},349
14-Jan-26 7:15:00 AM ICT,{ },{ok},349
14-Jan-26 7:30:00 AM ICT,{ },{ok},349
14-Jan-26 7:45:00 AM ICT,{ },{ok},349
14-Jan-26 8:00:00 AM ICT,{ },{ok},350
14-Jan-26 8:15:00 AM ICT,{ },{ok},350
14-Jan-26 8:30:00 AM ICT,{ },{ok},350
14-Jan-26 8:45:00 AM ICT,{ },{ok},350
14-Jan-26 9:00:00 AM ICT,{ },{ok},350
14-Jan-26 9:15:00 AM ICT,{ },{ok},351
14-Jan-26 9:30:00 AM ICT,{ },{ok},351
14-Jan-26 9:45:00 AM ICT,{ },{ok},351
14-Jan-26 10:00:00 AM ICT,{ },{ok},351
14-Jan-26 10:15:00 AM ICT,{ },{ok},352
14-Jan-26 10:30:00 AM ICT,{ },{ok},352
14-Jan-26 10:45:00 AM ICT,{ },{ok},352
14-Jan-26 11:00:00 AM ICT,{ },{ok},352
14-Jan-26 11:15:00 AM ICT,{ },{ok},353
14-Jan-26 11:30:00 AM ICT,{ },{ok},353
14-Jan-26 11:45:00 AM ICT,{ },{ok},353
14-Jan-26 12:00:00 PM ICT,{ },{ok},353
14-Jan-26 12:15:00 PM ICT,{ },{ok},354
14-Jan-26 12:30:00 PM ICT,{ },{ok},354
14-Jan-26 12:45:00 PM ICT,{ },{ok},354
14-Jan-26 1:00:00 PM ICT,{ },{ok},354
14-Jan-26 1:15:00 PM ICT,{ },{ok},355
14-Jan-26 1:30:00 PM ICT,{ },{ok},355
14-Jan-26 1:45:00 PM ICT,{ },{ok},355
14-Jan-26 2:00:00 PM ICT,{ },{ok},355
14-Jan-26 2:15:00 PM ICT,{ },{ok},356
14-Jan-26 2:30:00 PM ICT,{ },{ok},356
14-Jan-26 2:45:00 PM ICT,{ },{ok},356
14-Jan-26 3:00:00 PM ICT,{ },{ok},356
